PF15062.5	27.00
PF00514.22	20.60
PF09003.9	21.80
PF12167.7	21.90
PF13356.5	27.00
PF14657.5	22.10
PF17293.1	22.60
PF10208.8	23.10
PF04826.12	20.40
PF16186.4	28.80
PF16629.4	25.00
PF07302.10	23.70
PF11723.7	21.80
PF15684.4	27.00
PF05856.11	22.20
PF12120.7	25.00
PF02752.21	26.80
PF00339.28	24.10
PF04959.12	30.00
PF02374.14	24.30
PF02040.14	22.20
PF03960.14	21.00
PF06953.10	20.70
PF03773.12	31.20
PF11449.7	32.40
PF09824.8	28.60
PF01129.17	22.10
PF01606.15	21.20
PF00951.17	24.40
PF02497.14	20.70
PF16749.4	27.00
PF01481.15	22.10
PF04161.12	20.00
PF01731.19	21.30
PF05935.10	24.20
PF14269.5	27.00
PF17425.1	24.20
PF00858.23	23.60
PF04266.13	21.20
PF08688.9	25.00
PF08687.10	25.70
PF04729.12	20.70
PF01671.15	22.50
PF05568.10	23.60
PF05293.10	25.00
PF06556.10	25.40
PF15780.4	27.00
PF15323.5	27.00
PF09010.9	25.00
PF08328.10	35.00
PF14698.5	27.30
PF05170.13	29.80
PF13109.5	22.50
PF13502.5	23.50
PF03590.14	21.80
PF01037.20	25.00
PF00733.20	20.30
PF00026.22	19.90
PF06826.11	25.90
PF05279.10	21.90
PF16993.4	26.00
PF16929.4	28.00
PF03780.12	28.00
PF16996.4	25.70
PF17000.4	27.10
PF00710.19	22.50
PF01112.17	19.40
PF06089.11	25.00
PF17641.1	26.30
PF14521.5	30.00
PF05118.14	22.60
PF02261.15	25.00
PF01177.21	28.10
PF14669.5	27.00
PF09668.9	20.60
PF13650.5	24.00
PF06392.10	21.00
PF07100.10	25.00
PF04958.11	29.40
PF01400.23	22.50
PF04996.11	20.10
PF04952.13	21.90
PF03115.13	25.00
PF12226.7	25.00
PF16580.4	25.00
PF13919.5	25.80
PF15321.5	25.00
PF14196.5	26.40
PF04377.14	25.00
PF04376.12	21.10
PF16788.4	25.00
PF07855.11	26.50
PF10377.8	22.00
PF10033.8	25.00
PF10186.8	31.10
PF08614.10	32.70
PF12744.6	25.00
PF11700.7	24.10
PF09451.9	27.00
PF13329.5	21.70
PF09795.8	25.00
PF16420.4	27.00
PF02991.15	21.00
PF09333.10	29.40
PF03078.14	19.50
PF07737.10	21.60
PF03477.15	22.10
PF02222.21	20.50
PF08442.9	29.00
PF02655.13	23.20
PF13535.5	27.00
PF13549.5	27.60
PF00217.18	21.90
PF02807.14	25.70
PF01747.16	23.40
PF00231.18	22.20
PF05176.13	21.90
PF00895.19	22.90
PF00119.19	21.80
PF00006.24	22.90
PF00306.26	21.40
PF02874.22	20.90
PF16886.4	26.90
PF00430.17	25.90
PF00137.20	22.20
PF01813.16	25.70
PF00401.19	24.60
PF02823.15	20.10
PF05680.11	21.00
PF04627.12	20.50
PF08112.10	25.00
PF01990.16	23.50
PF05511.10	27.90
PF04718.14	25.00
PF03899.14	24.00
PF04911.11	20.70
PF05827.11	45.00
PF16594.4	25.00
PF06644.10	22.00
PF07542.10	20.50
PF12921.6	26.70
PF02038.15	19.80
PF06745.12	26.60
PF12156.7	27.00
PF01637.17	33.20
PF09527.9	26.60
PF14397.5	31.40
PF15632.5	182.00
PF14305.5	25.00
PF14398.5	100.00
PF12966.6	26.00
PF03029.16	20.20
PF03668.14	20.90
PF01171.19	20.50
PF12424.7	22.90
PF10775.8	25.00
PF14960.5	25.00
PF05493.12	25.00
PF09830.8	23.50
PF16829.4	41.30
PF05353.10	25.00
PF03154.14	26.00
PF15445.5	33.00
PF06232.10	20.90
PF11263.7	25.00
PF03769.14	28.80
PF03768.14	23.90
PF08037.10	25.00
PF11512.7	25.00
PF07287.10	21.50
PF09759.8	28.90
PF12547.7	25.00
PF08098.10	25.00
PF02178.18	17.40
PF15187.5	27.00
PF11583.7	28.60
PF09041.9	20.20
PF03472.14	21.00
PF00765.16	20.10
PF03987.14	21.30
PF10381.8	20.10
PF03986.12	20.30
PF03797.18	21.90
PF06677.11	23.20
PF15336.5	23.00
PF02041.15	20.40
PF05703.10	22.80
PF02519.13	24.90
PF05564.11	25.00
PF06507.12	21.10
PF02309.15	22.70
PF17198.3	26.60
PF03708.13	21.10
PF01382.16	20.10
PF11599.7	26.10
PF09794.8	21.30
PF05394.10	20.00
PF05655.10	25.00
PF11725.7	18.90
PF11529.7	20.30
PF09143.9	25.00
PF11592.7	21.80
PF09046.9	25.00
PF16847.4	27.00
PF05627.10	20.30
PF06536.10	27.00
PF05512.10	20.90
PF05448.11	19.70
PF08517.11	33.00
PF16646.4	29.90
PF08833.9	20.00
PF10211.8	26.10
PF03591.13	23.50
PF05437.11	22.80
PF16558.4	23.80
PF01356.18	25.00
PF02137.17	19.80
PF00962.21	20.10
PF08451.10	21.30
PF09713.9	25.00
PF02216.15	22.40
PF04182.11	20.90
PF02246.14	25.00
PF02310.18	28.20
PF02607.16	23.00
PF06522.10	21.50
PF11473.7	20.50
PF09066.9	22.60
PF17623.1	27.00
PF02362.20	30.10
PF17057.4	50.00
PF03483.16	23.30
PF03484.14	24.10
PF01603.19	25.00
PF07162.10	20.80
PF07886.10	21.70
PF06989.11	25.00
PF08840.10	20.90
PF07234.10	25.00
PF02673.17	27.30
PF05791.10	27.30
PF05968.10	21.10
PF07707.14	20.90
PF13004.6	25.00
PF10432.8	24.50
PF12173.7	21.70
PF01721.17	23.40
PF10439.8	27.00
PF09221.9	23.50
PF11758.7	25.00
PF14406.5	25.00
PF04519.12	26.80
PF08379.9	21.50
PF06143.10	22.80
PF04798.11	25.00
PF06096.10	25.00
PF04786.11	25.00
PF05274.10	20.70
PF04639.11	28.90
PF04850.11	26.50
PF12259.7	23.10
PF03258.13	25.00
PF04700.11	23.70
PF03273.12	20.40
PF04735.11	25.00
PF05290.10	33.10
PF07206.10	19.70
PF06385.11	21.20
PF03041.13	25.00
PF05847.10	25.00
PF04838.11	25.00
PF11792.7	20.30
PF06061.10	25.00
PF05314.10	25.00
PF05073.11	21.30
PF04766.11	19.10
PF05214.11	25.00
PF05112.11	25.00
PF04878.12	25.00
PF04583.11	23.00
PF08404.9	25.00
PF04513.11	38.00
PF04512.11	23.90
PF05311.10	25.00
PF05883.10	23.90
PF05789.10	20.40
PF04501.11	23.60
PF08475.9	21.80
PF04913.11	25.00
PF02043.16	25.00
PF00308.17	21.50
PF08299.10	20.60
PF00216.20	22.40
PF01311.19	27.80
PF01312.18	24.30
PF01313.18	25.00
PF05088.11	23.00
PF01152.20	20.50
PF00296.19	21.90
PF05592.10	22.20
PF17389.1	24.50
PF17390.1	22.10
PF08531.9	25.00
PF01036.17	23.40
PF09501.9	21.20
PF01103.22	20.70
PF01338.17	25.00
PF02397.15	20.40
PF02961.13	25.00
PF04684.12	29.50
PF12031.7	21.10
PF09256.9	21.00
PF02179.15	23.40
PF08180.10	20.60
PF01426.17	22.50
PF06861.10	25.50
PF06211.11	19.40
PF02923.14	22.80
PF07565.12	23.20
PF01145.24	22.90
PF13421.5	21.50
PF16200.4	29.10
PF06639.10	25.00
PF05529.11	29.80
PF03114.17	26.90
PF01337.17	21.00
PF15462.5	27.00
PF00967.16	20.70
PF10455.8	25.40
PF16746.4	29.30
PF10456.8	24.90
PF16774.4	28.00
PF04865.13	20.50
PF01586.15	25.00
PF05466.11	25.00
PF15915.4	25.80
PF07001.10	25.00
PF07584.10	24.50
PF13584.5	37.70
PF06968.12	22.20
PF01027.19	34.10
PF12811.6	23.90
PF08031.11	20.60
PF14777.5	26.00
PF07289.10	21.20
PF15272.5	22.90
PF15271.5	20.20
PF07642.10	26.20
PF10082.8	23.70
PF07585.10	26.00
PF14779.5	27.00
PF14782.5	25.00
PF14783.5	27.00
PF14781.5	26.30
PF06726.11	19.60
PF05700.10	22.50
PF12490.7	21.70
PF12399.7	21.00
PF02028.16	20.90
PF15461.5	27.70
PF10436.8	21.10
PF07284.10	25.00
PF02327.16	25.00
PF13862.5	21.00
PF00452.18	28.10
PF12201.7	25.00
PF15286.5	25.00
PF10514.8	26.00
PF11502.7	25.00
PF12304.7	23.20
PF15318.5	25.00
PF08945.9	25.00
PF04714.12	25.00
PF09257.9	27.00
PF07572.11	22.20
PF15808.4	27.00
PF09036.9	20.90
PF01869.19	27.70
PF08740.10	28.10
PF03170.12	20.10
PF05420.10	23.50
PF14439.5	38.50
PF14442.5	25.00
PF08072.10	25.00
PF16204.4	24.50
PF10684.8	32.90
PF06208.10	25.00
PF16520.4	27.30
PF06515.10	25.00
PF06595.10	25.00
PF06407.10	25.00
PF02138.17	24.40
PF17454.1	25.00
PF10523.8	21.60
PF03594.12	21.30
PF07255.10	29.30
PF05744.10	25.00
PF05687.12	25.00
PF02944.19	20.80
PF01062.20	24.20
PF17035.4	24.50
PF03494.12	25.00
PF10996.7	20.30
PF00144.23	21.70
PF13354.5	21.40
PF16458.4	25.00
PF12125.7	25.00
PF10435.8	21.70
PF13363.5	27.00
PF13364.5	23.00
PF16523.4	26.80
PF01212.20	20.50
PF13229.5	25.00
PF17030.4	33.00
PF09826.8	22.40
PF14350.5	27.00
PF08667.9	21.60
PF00407.18	20.80
PF04538.11	26.10
PF02929.16	19.80
PF15285.5	25.50
PF02180.16	20.50
PF10403.8	20.60
PF10404.8	33.50
PF10405.8	20.60
PF14215.5	30.20
PF09730.8	26.20
PF06393.10	25.00
PF02369.15	31.30
PF02368.17	22.10
PF07523.11	21.20
PF12245.7	28.60
PF13750.5	27.00
PF13754.5	27.00
PF16640.4	32.00
PF07532.10	20.80
PF13205.5	27.80
PF04775.13	21.30
PF09166.9	21.40
PF06773.10	19.10
PF06859.11	21.00
PF03495.13	22.70
PF17475.1	25.00
PF17476.1	19.70
PF02084.14	21.70
PF08149.10	23.70
PF00351.20	22.10
PF15368.5	27.00
PF02785.18	20.70
PF00289.21	25.50
PF00364.21	22.10
PF13533.5	23.10
PF03744.12	25.00
PF02632.13	23.70
PF06832.11	26.30
PF00653.20	22.90
PF12356.7	20.90
PF04197.11	25.00
PF01766.16	19.70
PF01767.15	20.80
PF01768.15	24.00
PF03042.13	25.00
PF05858.11	19.90
PF05853.11	23.50
PF03493.17	26.80
PF17324.1	26.90
PF07467.10	22.60
PF16507.4	25.20
PF16547.4	27.20
PF16202.4	27.00
PF11642.7	20.70
PF15753.4	27.00
PF10046.8	29.80
PF12754.6	26.40
PF17183.3	21.50
PF04940.11	25.00
PF05289.10	29.30
PF00936.18	24.50
PF15185.5	27.00
PF04380.12	37.20
PF09132.9	21.40
PF02608.13	22.00
PF15282.5	27.00
PF11968.7	19.80
PF12496.7	27.00
PF06553.11	26.00
PF02012.19	27.00
PF13088.5	28.60
PF13859.5	27.00
PF15892.4	27.30
PF15899.4	27.00
PF14873.5	25.00
PF04076.12	25.80
PF07441.10	26.10
PF08955.9	20.60
PF08977.9	25.00
PF01722.17	25.70
PF02044.16	18.10
PF05298.10	21.40
PF08096.10	25.00
PF04972.16	27.00
PF08145.11	29.20
PF15280.5	27.00
PF10157.8	26.20
PF16088.4	27.30
PF10167.8	25.00
PF10512.8	19.50
